Commodity code,Commodity,Quantity,Unit,Supplementary Quantity,Supplementary Unit,Renminbi Yuan
25292200,Fluorspar containing by weight＞97% of calcium fluoride,4099446,Kilogram,0,?,12732401.0
25293000,"Leucite, nepheline&nepheline syenite",698000,Kilogram,0,?,1581301.0
25301010,Chlorites,1075020,Kilogram,0,?,1792000.0
25301020,"Vermiculite, perlite unexpanded",7997030,Kilogram,0,?,7192809.0
25302000,"Kieserite, epsomite (natural magnesium sulphates)",16335,Kilogram,0,?,43087.0
25309010,Mineral medicinal substances,22124,Kilogram,0,?,240178.0
25309091,Wollastonite,14378069,Kilogram,0,?,23270227.0
25309099,"Other mineral substances,nes",21214103,Kilogram,0,?,34517193.0
26011110,"Non-agglomerated iron ores&concentrates, average granularity＜0.8mm",9614446,Kilogram,0,?,8367553.0
26011120,"Non-agglomerated iron ores&concentrates, 0.8≤avrg granularity≤6.3 mm",2221668554,Kilogram,0,?,1617647810.0
26020000,"Mn ores&cncntrt, incl. Fe Mn ores&cncntrt with Mn wt.≥20%",13579597,Kilogram,0,?,16898458.0
26060000,Aluminium ores&concentrates,295500,Kilogram,0,?,515823.0
26100000,Chromium ores&concentrates,1891000,Kilogram,0,?,5609134.0
26131000,Roasted molybdenum ores&concentrates,1230212,Kilogram,0,?,238550673.0
26139000,Molybdenum ores&concentrates (excl. roasted),1033457,Kilogram,0,?,149347922.0
26140000,Titanium ores&concentrates,2827965,Kilogram,0,?,25457979.0
26151000,Zirconium ores and concentrates,299865,Kilogram,0,?,4250452.0
26179090,"Other ores&concentrates, nes",2290,Kilogram,0,?,14244.0
26180090,Other slag sand from the manufacture of i/s,1956594600,Kilogram,0,?,58836305.0
26190000,"Slag, dross, scalings&othr waste from manufacture of i/s, nes",15735730,Kilogram,0,?,4061026.0
26203000,"Slag,ash&residues ,containing mainly copper",5778,Kilogram,0,?,8307.0
26209990,"Slag,ash&residues , containng other metals/metallic compounds, nes",270700,Kilogram,0,?,1692663.0
26211000,Ash&residues from the incineration of municipal waste,1500,Kilogram,0,?,9001.0
26219000,"Other slag and ash, nes, incl. seaweed ash",27884496,Kilogram,0,?,25211111.0
27011100,"Anthracite, not agglomerated",162858560,Kilogram,0,?,201057481.0
27011210,"Bituminous coking coal, not agglomerated",163208031,Kilogram,0,?,208206991.0
27011290,"Other bituminous coal, not agglomerated",209194000,Kilogram,0,?,192206954.0
27011900,"Other coal, not agglomerated, nes",45000000,Kilogram,0,?,71380845.0
27012000,"Briquettes, ovoids&similar solid fuels manufactured from coal",423860,Kilogram,0,?,134449.0
27030000,Peat (incl. peat litter),576000,Kilogram,0,?,402399.0
27040010,Coke&semi-coke,417547735,Kilogram,0,?,576338345.0
27074000,Naphthalene,1242000,Kilogram,0,?,5726902.0
27075000,Other aromatic hydrocarbon mixtures,1421660,Kilogram,1665181,Litre,9404436.0
27079100,Creosote oils,75000,Kilogram,0,?,404881.0
27079910,Phenols,100000,Kilogram,0,?,981922.0
27079990,"Prdcts frm high tmprtr coal tar; prdcts, aromatic v.＞nonaromatic v. nes",2576590,Kilogram,3568459,Litre,15778764.0
27081000,Pitch obtained from coal tar or from other mineral tars,32783412,Kilogram,0,?,162798400.0
27082000,Pitch coke obtained from coal tar or from other mineral tars,30000,Kilogram,0,?,154324.0
27090000,"Petroleum oils&oils obtained from bituminous minerals, crude",793746499,Kilogram,5734009,barrel,3044792644.0
27101210,"Motor/aviation gasoline, without biodiesel",202990187,Kilogram,281750380,Litre,1062958881.0
27101230,"Rubber/paint/extractive solvent, without biodiesel",525919,Kilogram,674222,Litre,4968571.0
27101299,"Other light oils and preparations, without biodiesel",866,Kilogram,1177,Litre,48128.0
27101911,"Aviation kerosene, without biodiesel",1364114163,Kilogram,1699686255,Litre,7169475839.0
27101912,"Lamp-kerosene, without biodiesel",29158716,Kilogram,34290650,Litre,153741083.0
27101923,Diesel oils,439998943,Kilogram,517438755,Litre,2249236253.0
27101924,Fuel oils,1664527815,Kilogram,1689527898,Litre,6718897386.0
27101991,"Lubricating oils, without biodiesel",18295033,Kilogram,20600428,Litre,262830148.0
27101992,"Lubricating grease, without biodiesel",1655816,Kilogram,1864471,Litre,23397286.0
27101993,"Basic oils for lubricating oils, without biodiesel",14935186,Kilogram,16817021,Litre,91840944.0
27101994,"Liqid paraffin and heavy liquid paraffin, without biodiesel",248898,Kilogram,0,?,2265446.0
27101999,"Other havey oils; prep. of petroleum/bituminous mineral oils v.≥70%, without biodiesel",2089356,Kilogram,2120696,Litre,19571270.0
27102000,"Prep. of petroleum/bituminous mineral oils v.≥70%, with biodiesel",11774372,Kilogram,13701763,Litre,61101210.0
27109900,Other waste oils,462,Kilogram,0,?,5126.0
27111100,"Natural gas, liquefied",308354490,Kilogram,0,?,1516535209.0
27111200,"Propane, liquefied",39662745,Kilogram,0,?,201969866.0
27111310,Liquefd butane in container＞300 cm3 for fillng lighters,32580,Kilogram,0,?,522139.0
27111390,"Liquefied butanes, nes",50361911,Kilogram,0,?,258017217.0
27111990,"Other liquefied petro. gases, nes",4369989,Kilogram,0,?,21184642.0
27112100,Natural gases in gaseous state,173223831,Kilogram,0,?,667893174.0
27112900,"Petroleum gases&other gaseous hydrocarbons in gaseous state, nes",5150,Kilogram,0,?,322793.0
27121000,Petroleum jelly,101713,Kilogram,0,?,1091096.0
27122000,"Paraffin wax, containing oil wt.＜0.75%",59476196,Kilogram,0,?,476630762.0
27129010,Macrocrystalline petroleum wax,322402,Kilogram,0,?,3152962.0
27129090,"Paraffin/slack/lignite/peat/othr mineral wax, ozokerite &similar prdct, nes.",6115947,Kilogram,0,?,65976204.0
27131110,"Petroleum coke,not calcined,sulphur wt.＜3%",5678428,Kilogram,0,?,21299905.0
27131190,"Other petroleum coke,not calcined",1094688,Kilogram,0,?,1535951.0
27131210,"Petroleum coke,calcined,sulphur wt.＜0.8%",6607598,Kilogram,0,?,22093106.0
27131290,"Other petroleum coke,calcined",83856000,Kilogram,0,?,256065315.0
27132000,Petroleum bitumen,53424682,Kilogram,0,?,236830357.0
27149020,Emulsified bitumen and asphalt,20800,Kilogram,0,?,74158.0
27150000,Bituminous mixt. based on natural/petro.bitumen or mineral tar/pitch,514560,Kilogram,552695,Litre,2831662.0
27160000,Electrical energy,1958286286,Kilowatt-hour,0,?,1074104454.0
28030000,"Carbon (carbon blacks&other forms of carbon, nes)",99058026,Kilogram,0,?,755926907.0
28041000,Hydrogen,1660,Kilogram,18940,Cubic Metre,145472.0
28042100,Argon,6308331,Kilogram,2836742,Cubic Metre,7885032.0
28042900,Rare gases (excl. argon),42240,Kilogram,99305,Cubic Metre,20276002.0
28043000,Nitrogen,245982,Kilogram,199378,Cubic Metre,490514.0
28044000,Oxygen,724062,Kilogram,520496,Cubic Metre,1262853.0
28045000,Boron; tellurium,8169,Kilogram,0,?,5430007.0
28046117,"Monocrystals doped cylinders or rods,for use in electronics,d≥30cm",39009,Kilogram,0,?,35112070.0
28046119,"Monocrystals doped cylinders or rods,for use in electronics,7.5cm≤d＜30cm",170315,Kilogram,0,?,18021906.0
28046120,"Monocrytl doped Si cylinders/rods, d.＜7.5cm, wt.≥99.99%, for electronics",27,Kilogram,0,?,312381.0
28046190,Other silicon containing by wt.≥99.99%,2238437,Kilogram,0,?,135661271.0
28046900,Silicon containing by weight＜99.99% of silicon,44191581,Kilogram,0,?,497956203.0
28047090,Other phosphorus,49000,Kilogram,0,?,2001139.0
28048000,Arsenic,150523,Kilogram,0,?,948111.0
28049090,"Selenium,nes",57009,Kilogram,0,?,10389422.0
28051100,Sodium,975850,Kilogram,0,?,15097941.0
28051200,Calcium,1711575,Kilogram,0,?,39765632.0
28051910,Lithium,42588,Kilogram,0,?,28592416.0
28051990,"Alkali metals or alkaline-earth metals,nes",18000,Kilogram,0,?,1100274.0
28053011,"Neodymium, not intermixed or interalloyed",6000,Kilogram,0,?,3390000.0
28053012,"Dysprosium, not intermixed or interalloyed",25,Kilogram,0,?,52115.0
28053013,"Terbium,not intermixed or interalloyed",819,Kilogram,0,?,5805860.0
28053014,"Lanthanum, not intermixed or interalloyed",200000,Kilogram,0,?,5135179.0
28053017,"Yttrium, not intermixed or interalloyed",4001,Kilogram,0,?,932804.0
28053018,"Scandium, not intermixed or interalloyed",40,Kilogram,0,?,1694652.0
28053019,"Othr rare-earth metals, scandium, not intermixed or interalloyed",3505,Kilogram,0,?,1660224.0
28053029,"Rare-earth metals, scandium&yttrium, inter- mixed/alloyed, nes",242000,Kilogram,0,?,5405917.0
28061000,Hydrogen chloride (hydrochloric acid),645550,Kilogram,0,?,7385453.0
28062000,Chlorosulphuric acid,264300,Kilogram,0,?,702939.0
28070000,Sulphuric acid; oleum,406577350,Kilogram,0,?,139668468.0
28080000,Nitric acid; sulphonitric acids,4590114,Kilogram,0,?,8608219.0
28091000,Diphosphorus pentaoxide,1148024,Kilogram,0,?,15195881.0
28092011,"Phosphoric acid, food grade",32775807,Kilogram,0,?,227112177.0
28092019,"Other phosphoric, metaphosphoric, and pyrophosphoric acid",15832393,Kilogram,0,?,75572552.0
28092090,Polyphosphoric acids,812827,Kilogram,0,?,9310565.0
28100010,Oxides of boron,175960,Kilogram,0,?,3434394.0
28100020,Boric acids,45336,Kilogram,0,?,446796.0
28111110,"Hydrofluoric acid,electronic-grade",2126780,Kilogram,0,?,16802205.0
28111190,Other Hydrofluoric acid,16610858,Kilogram,0,?,194389193.0
28111920,Hydrogen selenide,9,Kilogram,0,?,13775.0
28111990,"Other inorganic acids, nes",5606561,Kilogram,0,?,46987876.0
28112100,Carbon dioxide,6156539,Kilogram,0,?,9574280.0
28112210,Silica gel,7489881,Kilogram,0,?,51346670.0
28112290,Other silicon dioxide,103964657,Kilogram,0,?,418424119.0
28112900,"Other inorganic oxygen compounds of non-metals, nes",3415913,Kilogram,0,?,58565864.0
28121200,Phosphorus oxychloride,355335,Kilogram,0,?,3295307.0
28121300,Phosphorus trichloride,848900,Kilogram,0,?,7169196.0
28121910,Other chlorides of non-metals,406783,Kilogram,0,?,5810752.0
28129011,Nitrogen trifluoride,280202,Kilogram,0,?,34762287.0
28129012,Sulfur hexafluoride,675310,Kilogram,0,?,32202245.0
28129019,Other fluoride and oxyfluoride,42307,Kilogram,0,?,3389899.0
28129090,"Halides&halide oxides of non-metals, nes",9740,Kilogram,0,?,669450.0
28131000,Carbon disulphide,701000,Kilogram,0,?,3588355.0
28139000,Sulphides of non-metals nes; commercial phosphorus trisulphide,476416,Kilogram,0,?,8844647.0
28141000,Anhydrous ammonia,13337186,Kilogram,0,?,37484115.0
28142000,Ammonia in aqueous solution,82300,Kilogram,0,?,162868.0
28151100,"Sodium hydroxide (caustic soda), solid",26968525,Kilogram,0,?,101341103.0
28151200,Sodium hydroxide in aqueous solution,310212415,Kilogram,0,?,785047562.0
28152000,Potassium hydroxide (caustic potash),5315226,Kilogram,0,?,29976650.0
28161000,Hydroxide&peroxide of magnes,1255822,Kilogram,0,?,7617165.0
28164000,"Oxide, hydroxide&peroxide of strontium/barium",1041970,Kilogram,0,?,11829106.0
28170010,Zinc oxide,796401,Kilogram,0,?,13628092.0
28181010,Brown fused alumina,23494055,Kilogram,0,?,111223746.0
28181090,"Other artifical corundum, whether or not chemically defined",16267842,Kilogram,0,?,115408950.0
28182000,"Aluminium oxide, not artificial corundum",207265160,Kilogram,0,?,946314984.0
28183000,Aluminium hydroxide,28401693,Kilogram,0,?,108443866.0
28191000,Chromium trioxide,659929,Kilogram,0,?,13111552.0
28199000,Chromium oxides&hydroxides (excl. chromium trioxide),1729021,Kilogram,0,?,49803071.0
28201000,Manganese dioxide,2696042,Kilogram,0,?,42041470.0
28209000,Manganese oxides (excl. manganese dioxide),521029,Kilogram,0,?,4912225.0
28211000,Iron oxides&hydroxides,18469104,Kilogram,0,?,122126256.0
28212000,"Earth colours, Fe2O3 wt≥70%",55500,Kilogram,0,?,493246.0
28220010,Cobalt tetroxide,362206,Kilogram,0,?,50042734.0
28220090,"Other cobalt oxides and hydroxides, commercial cobalt oxides",192900,Kilogram,0,?,18198557.0
28230000,Titanium oxides,4030529,Kilogram,0,?,59480922.0
28241000,"Lead monoxide (litharge, massicot)",20000,Kilogram,0,?,330662.0
28249010,Red lead&orange lead,77000,Kilogram,0,?,1249182.0
28251010,Hydrazine hydrate,69184,Kilogram,0,?,1053632.0
28251020,Hydroxylamine sulfate,409550,Kilogram,0,?,4544470.0
28251090,"Hydrazine/hydroxylamine&their inorganc salts, nes",283207,Kilogram,0,?,3995958.0
28252010,Lithium hydroxide,4324726,Kilogram,0,?,399018809.0
28253010,Divanadium pentoxides,317000,Kilogram,0,?,24538702.0
28253090,"Vanadium oxides&hydroxides, nes",20000,Kilogram,0,?,2820236.0
28254000,Nickel oxides&hydroxides,2242847,Kilogram,0,?,253725079.0
28255000,Copper oxides&hydroxides,122839,Kilogram,0,?,7251255.0
28256000,Germanium oxides&zirconium dioxides,1217586,Kilogram,0,?,56766758.0
28257000,Molybdenum oxides&hydroxides,111802,Kilogram,0,?,29904027.0
28258000,Antimony oxides,839426,Kilogram,0,?,125906567.0
28259011,Tungstic acid,19200,Kilogram,0,?,4733323.0
28259012,Tungsten trioxides,40000,Kilogram,0,?,9334265.0
28259019,"Other tungsten oxides&hydroxides, nes",17767,Kilogram,0,?,4210977.0
28259021,Bismuth trioxide,418919,Kilogram,0,?,31354527.0
28259029,Other Bismuth oxides and hydroxides,9360,Kilogram,0,?,876239.0
28259031,Tin dioxide,20100,Kilogram,0,?,3853693.0
28259049,Other Niobium oxides and hydroxides,51201,Kilogram,0,?,15490625.0
28259090,"Othr inorg bases, metal oxides, hydroxides or peroxides, nes",1954123,Kilogram,0,?,21780005.0
28261210,Aluminium fluoride(anhydrous),7355555,Kilogram,0,?,84457654.0
28261290,Other aluminium fluoride,1149000,Kilogram,0,?,10986044.0
28261910,Fluorides of ammonium,1218768,Kilogram,0,?,13807852.0
28261920,Fluorides of sodium,387158,Kilogram,0,?,4220223.0
28261930,Tungsten hexafluoride,28652,Kilogram,0,?,11425878.0
28261990,"Fluorides, nes",381868,Kilogram,0,?,8117924.0
28263000,Sodium hexafloroaluminate (synthetic cryolite),315692,Kilogram,0,?,1872932.0
28269010,Fluorosilicates,1127759,Kilogram,0,?,4045962.0
28269020,Lithium hexafluorophosphate,1486301,Kilogram,0,?,115105694.0
28269090,"Fluoroaluminates and other complex fluorine salts, nes",2328401,Kilogram,0,?,29704112.0
28271010,"Ammonium chloride, used as fertilizer",179679300,Kilogram,0,?,94442779.0
28271090,Ammonium chloride other than as fertilizer,72000,Kilogram,0,?,139773.0
28272000,Calcium chloride,126990240,Kilogram,0,?,130320054.0
28273100,Magnesium chloride,12492136,Kilogram,0,?,10685120.0
28273200,Aluminium chloride,1253645,Kilogram,0,?,2989680.0
28273500,Nickel chloride,8499,Kilogram,0,?,386252.0
28273910,Lithium chloride,33730,Kilogram,0,?,2740276.0
28273920,Barium chleride,1733277,Kilogram,0,?,8748789.0
28273930,Cobalt chloride,520000,Kilogram,0,?,17622255.0
28273990,"Chlorides, nes",5993758,Kilogram,0,?,36793367.0
28274100,Chloride oxides&chloride hydroxides of copper,115000,Kilogram,0,?,5408586.0
28274910,Other chloride oxides&chloride hydroxides,2421001,Kilogram,0,?,36433551.0
28274990,Chloride oxides&chloride hydroxides of zirconium,123050,Kilogram,0,?,3096423.0
28275100,Bromides of sodium or of potassium,301650,Kilogram,0,?,4748744.0
28275900,Bromides&bromide oxides (excl. of sodium/potassium),1243716,Kilogram,0,?,15584450.0
28276000,Iodides&iodide oxides,56227,Kilogram,0,?,8292280.0
28281000,Commercial calcium hypochlorite&other calcium hypochlorites,7889160,Kilogram,0,?,63995576.0
28289000,Hypochlorites (excl. of calcium)&chlorites; hypobromites,11041959,Kilogram,0,?,23819183.0
28291100,Chlorates of sodium,2566500,Kilogram,0,?,12262096.0
28291910,Potassium chlorates,422000,Kilogram,0,?,3606552.0
28291990,Chlorates other than of sodium or potassium,20000,Kilogram,0,?,204046.0
28299000,Perchlorates; bromates&perbromates; iodates&periodates,1023525,Kilogram,0,?,12505796.0
28301010,Sodium sulphide,7387750,Kilogram,0,?,21568369.0
28301090,"Other sodium sulphides, nes",11376100,Kilogram,0,?,47850587.0
28309090,"Other sulphides&polysulphides, nes",43206,Kilogram,0,?,8224464.0
28311010,Dithionites of sodium,7325350,Kilogram,0,?,43948150.0
28311020,Sulphoxylates of sodium,162690,Kilogram,0,?,2341519.0
28319000,Dithionites&sulphoxylates (excl. of sodium),211150,Kilogram,0,?,2894205.0
28321000,Sodium sulphites,25613245,Kilogram,0,?,51773605.0
28322000,Sulphites (excl. sodium),25345,Kilogram,0,?,107526.0
28323000,Thiosulphates,4718729,Kilogram,0,?,7926557.0
28331100,Disodium sulphate,272146097,Kilogram,0,?,127841290.0
28331900,Sodium sulphates (excl. disodium sulphate),310149,Kilogram,0,?,1459192.0
28332100,Sulphates of magnesium,139060093,Kilogram,0,?,96074690.0
28332200,Sulphates of aluminium,6444498,Kilogram,0,?,8437477.0
28332400,Sulphates of nickel,588178,Kilogram,0,?,15081182.0
28332500,Sulphates of copper,645356,Kilogram,0,?,11996430.0
28332700,Sulphates of barium,6249490,Kilogram,0,?,24040573.0
28332910,Ferrous sulphate,22711675,Kilogram,0,?,23975487.0
28332930,Zine sulphates,13712459,Kilogram,0,?,90699646.0
28332990,"Other sulphates, nes",9762096,Kilogram,0,?,63979635.0
28333010,Potassinum aluminum sulphate,199195,Kilogram,0,?,594012.0
28333090,"Other alums, nes",270120,Kilogram,0,?,425502.0
28334000,Peroxosulphates (persulphates),2339440,Kilogram,0,?,13714608.0
28341000,Nitrites,2079100,Kilogram,0,?,5872333.0
28342110,"Nitrates of potassium, used as fertilizer",6463500,Kilogram,0,?,29294396.0
28342190,"Nitrates of potassium, not as fertilizer",895800,Kilogram,0,?,6051158.0
28342990,"Other nitrates, nes",28194297,Kilogram,0,?,56574838.0
28351000,Phosphinates&phosphonates,3412047,Kilogram,0,?,57700671.0
28352200,Phosphates of mono or disodium,1143834,Kilogram,0,?,12068066.0
28352400,Phosphates of potassium,14316357,Kilogram,0,?,128763173.0
28352510,"Calcium hydrogenorthophosphate (dicalcium phosphate),food grade",15360525,Kilogram,0,?,48650804.0
28352520,Other calcium hydrogenorthophosphate (dicalcium phosphate),1216728,Kilogram,0,?,13801706.0
28352590,"Calcium hydrogenorthophosphate (dicalcium phosphate),animal food grade",6791746,Kilogram,0,?,15137202.0
28352600,"Phosphates of calcium, nes",38964960,Kilogram,0,?,175901008.0
28352910,Phosphates of trisodium,1075754,Kilogram,0,?,5167517.0
28352990,"Phosphates, nes",3002501,Kilogram,0,?,40024405.0
28353110,"Sodium triphosphate (sodium tripolyphosphate),food grade",6772551,Kilogram,0,?,58949871.0
28353190,Other sodium triphosphate (sodium tripolyphosphate),4498914,Kilogram,0,?,28328972.0
28353911,Other sodium hexametaphosphate,2175175,Kilogram,0,?,20660227.0
28353919,"Sodium hexametaphosphate,food grade",3258034,Kilogram,0,?,25014431.0
28353990,Other Polyphosphates,10504378,Kilogram,0,?,122954038.0
28362000,Disodium carbonate,151414022,Kilogram,0,?,206655829.0
28363000,Sodium hydrogencarbonate (sodium bicarbonate),63813961,Kilogram,0,?,92222730.0
28364000,Potassium carbonates,1896413,Kilogram,0,?,14457164.0
28365000,Calcium carbonate,13160428,Kilogram,0,?,18551018.0
28366000,Barium carbonate,5785350,Kilogram,0,?,34928282.0
28369100,Lithium carbonate,417131,Kilogram,0,?,35230332.0
28369200,Strontium carbonate,201698,Kilogram,0,?,3519868.0
28369910,Magnesium carbonate,411111,Kilogram,0,?,4380663.0
28369930,Cobalt carbonate,330000,Kilogram,0,?,21609910.0
28369940,Commercial ammonium carbonate&other ammonium carbonates,17020900,Kilogram,0,?,17143822.0
28369950,Zirconium carbonate,1161176,Kilogram,0,?,24531202.0
28369990,"Other carbonates, nes; peroxocarbonates",9288293,Kilogram,0,?,67824238.0
28371110,Sodium cyanide,12100600,Kilogram,0,?,167209793.0
28371990,"Other cyanides and cyanide oxides, nes",4800,Kilogram,0,?,2477611.0
28372000,Complex cyanides,791687,Kilogram,0,?,8834184.0
28391100,Sodium metasilicates,5894895,Kilogram,0,?,13782711.0
28391910,Sodium silicate,24266564,Kilogram,0,?,40162130.0
28391990,"Silicates of sodium, nes",6221,Kilogram,0,?,49946.0
28399000,Other silicates; commercial alkali metal silicates,2367694,Kilogram,0,?,20695824.0
28401100,Anhydrous disodium tetraborate (refined borax),34750,Kilogram,0,?,375869.0
28401900,"Disodium tetraborate, not anhydrous",1072746,Kilogram,0,?,4646849.0
28402000,"Other borates, nes",710984,Kilogram,0,?,13310792.0
28403000,Peroxoborates,549640,Kilogram,0,?,4269604.0
28415000,Other chromates and dichromates; peroxochromates,23000,Kilogram,0,?,414118.0
28416100,Potassium permanganate,865200,Kilogram,0,?,11557134.0
28416910,Lithium manganate,323444,Kilogram,0,?,14599498.0
28416990,"Other Manganites, manganates&permanganates",307502,Kilogram,0,?,4223453.0
28417010,Ammonium molybdate,30600,Kilogram,0,?,7185417.0
28417090,Molybdates other than of ammonium,33125,Kilogram,0,?,5077025.0
28418010,Ammonium paratungstate,20000,Kilogram,0,?,4377672.0
28418040,Ammonium metatungstate,131648,Kilogram,0,?,30889340.0
28418090,"Other tungstates, nes",0,Kilogram,0,?,315.0
28419000,"Other salts of oxometallic&peroxometallic acids, nes",1916988,Kilogram,0,?,43893081.0
28421000,Double or complex silicates,33924,Kilogram,0,?,317978.0
28429011,Sodium thiocyanate,2164085,Kilogram,0,?,16120154.0
28429019,"Fulminates, cyanates and thiocyanates,nes",583960,Kilogram,0,?,3760862.0
28429030,Lithium nickel cobalt manganese oxide,6044851,Kilogram,0,?,989305435.0
28429040,Lithium Iron Phosphate,596132,Kilogram,0,?,23773320.0
28429050,Selenate and selenite,43276,Kilogram,0,?,4399383.0
28429060,Lithium nickel cobalt aluminum oxides,73941,Kilogram,0,?,12941026.0
28429090,Other salts of inorganic acids or peroxoacids (excl. azides),589711,Kilogram,0,?,9377345.0
28431000,Colloidal precious metals,360,Gram,0,?,9305.0
28432900,Silver compounds (excl. silver nitrate),60900,Gram,0,?,274439.0
28433000,Gold compounds,285140,Gram,0,?,7010077.0
28439000,"Other compounds&amalgams of precious metals, nes",3911171,Gram,0,?,145686510.0
28444100,"Tritium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing tritium or its compounds",250,Gram,119000,Million Bq,32319.0
28444390,"Other radioactive elements and isotopes and compounds; other alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds",506368,Gram,290528,Million Bq,4030122.0
28459000,"Other isotopes&their inorg or organic compounds, nes",423378,Gram,0,Million Bq,54096631.0
28461010,Cerium oxide,243920,Kilogram,0,?,3419321.0
28461020,Cerium hydroxide,10000,Kilogram,0,?,266086.0
28461030,Cerium carbonate,343000,Kilogram,0,?,2368301.0
28461090,"Cerium compounds, nes",4900,Kilogram,0,?,196986.0
28469011,Yttrium oxide,163353,Kilogram,0,?,11983421.0
28469012,Lanthanum oxide,752000,Kilogram,0,?,4666475.0
28469013,Neodymium oxide,5770,Kilogram,0,?,2413120.0
28469014,Eurapium oxide,10,Kilogram,0,?,2197.0
28469015,Dysprosium oxide,17587,Kilogram,0,?,39500657.0
28469016,Terbium oxide,3085,Kilogram,0,?,17384120.0
28469017,Praseodymium oxide (sesquioxide),2400,Kilogram,0,?,1027300.0
28469018,Lutecia oxide,6280,Kilogram,0,?,35697204.0
28469019,"Rare-earth oxides other than of cerium, nes",493688,Kilogram,0,?,36366486.0
28469023,Lanthanum chloride,124222,Kilogram,0,?,820075.0
28469024,Neodymium chloride,14,Kilogram,0,?,14089.0
28469026,Yttrium chloride,15,Kilogram,0,?,21134.0
28469028,Mixture of rare-earth chlorides,140000,Kilogram,0,?,406139.0
28469029,"Rare-earth chlorides, nes",380000,Kilogram,0,?,2458381.0
28469036,Yttrium fluoride,1302,Kilogram,0,?,591549.0
28469039,"Rare-earth fluorides, nes",118,Kilogram,0,?,153292.0
28469041,Lanthanum carbonate,6422,Kilogram,0,?,3167868.0
28469046,Yttrium carbonate,51000,Kilogram,0,?,734716.0
28469091,Other compounds of lanthanum,2800,Kilogram,0,?,435938.0
28469094,Other compounds of dysprosium,700,Kilogram,0,?,1135925.0
28469096,Other compounds of yttrium,210,Kilogram,0,?,200921.0
28469099,Compounds of rare-earth metals or mixture thereof,8308,Kilogram,0,?,8511215.0
28470000,Hydrogen peroxide,966072,Kilogram,0,?,3177978.0
28491000,Carbides of calcium,10903475,Kilogram,0,?,43504411.0
28492000,Carbides of silicon,13967343,Kilogram,0,?,125958104.0
28499010,Carbides of boron,169580,Kilogram,0,?,21187321.0
28499020,Carbides of tungsten,38550,Kilogram,0,?,13023650.0
28499090,"Other carbides, nes",30262,Kilogram,0,?,7554971.0
28500011,Manganese nitride,171480,Kilogram,0,?,2313666.0
28500012,Boron nitride,13828,Kilogram,0,?,14470173.0
28500019,Other Nitride,957666,Kilogram,0,?,10500987.0
28500090,"Hydrides,azides,silicides&borides,whether or not chemically defined, other than 2849",348103,Kilogram,0,?,25349953.0
28539010,Distilled water for human consumption,3850,Kilogram,0,?,13013.0
28539030,Nickel cobalt manganese composite hydroxide,5529739,Kilogram,0,?,431774269.0
28539040,"Phosphides, whether or not chemically defined, excl. ferrophosphorus",752,Kilogram,0,?,1184210.0
28539050,Nickel cobalt aluminum composite hydroxide,101,Kilogram,0,?,10855.0
28539090,Other inorganic compounds; liquid/compressed air; amalgams,4264887,Kilogram,0,?,9603509.0
29011010,Ethane,990,Kilogram,0,?,96405.0
29011090,Other saturated acyclic hydrocarbons,2374886,Kilogram,0,?,31587817.0
29012100,Ethylene,2954050,Kilogram,0,?,18139313.0
29012200,Propene (propylene),89120,Kilogram,0,?,3499871.0
29012330,2-Methyl-propylene,24000,Kilogram,0,?,263508.0
29012410,"1,3-Butadiene",1980863,Kilogram,0,?,19578677.0
29012420,Isoprene,3377384,Kilogram,0,?,32541313.0
29012910,Isoamylene,63000,Kilogram,0,?,847791.0
29012920,Acetylene,78388,Kilogram,0,?,2340637.0
29012990,"Unsaturated acyclic hydrocarbons, nes",1165591,Kilogram,0,?,20261800.0
29021100,Cyclohexane,394177,Kilogram,0,?,3070611.0
29021910,Pinene,38100,Kilogram,0,?,1482348.0
29021920,4-Alkyl-4'-alkylbicyclohexyl,1653,Kilogram,0,?,2418095.0
29021990,"Other cyclanes, cyclenes & cycloterpenes",9262182,Kilogram,0,?,103525469.0
29023000,Toluene,93415388,Kilogram,0,?,507203625.0
29024100,o-Xylene,33200306,Kilogram,0,?,212394743.0
29024400,Mixed xylene isomers,262100,Kilogram,0,?,1909922.0
29025000,Styrene,48559054,Kilogram,0,?,361229766.0
29026000,Ethylbenzene,13600,Kilogram,0,?,146641.0
29029010,Tetrahydronaphthalene,0,Kilogram,0,?,1868.0
29029020,Naphthalene,4519546,Kilogram,0,?,33340775.0
29029040,4-(4'-alkylcyclohexyl)cyclohexylethenyl,1000,Kilogram,0,?,1875474.0
29029050,"1-alkyl-(N-4-enyl-1,1'-propylcyclohexyl)benzene",540,Kilogram,0,?,2740480.0
29029090,"Other cyclic hydrocarbons, nes",2706419,Kilogram,0,?,55570601.0
29031100,Chloromethane (methyl chloride)&chloroethane (ethyl chloride),472400,Kilogram,0,?,1680550.0
29031200,Dichloromethane (methylene chloride),16793106,Kilogram,0,?,53065637.0
29031300,Chloroform (trichloromethane),40000,Kilogram,0,?,124178.0
29031500,"1,2-Dichloroethane (ISO)",100000,Kilogram,0,?,412929.0
29031990,"Othr satruatd chlorinatd derivs of acyclic hydrocarbons, nes",762294,Kilogram,0,?,12431219.0
